redcap_data_access_group_e,redcap_data_access_group_unlabelled,dag_id_e,place_name,postcode,country,lon,lat,ccg,tds_mean,postcode_start,city,imd_average_postcodes_new,all_people,ccg_name,updated_all_age_mid_2018,multiplication_factor,scotland_average_imd_rank,average_imd_rank,wales_average_imd_rank,wimd15
Ninewells Hospital,ninewells_hospital,T101H,Ninewells Hospital,DD1 9SY,Scotland,-2.9913622,56.461653,S08000030,1.9244357404030463,DD1,Dundee,2726.8699639698657,416080.00000000006,Tayside,416080,1.0155500611409563,9,9,NA,NA
Manchester University Hospital,manchester_univers,R0A02,Manchester Royal Infirmary,M13 9WL,England,-2.22489070892334,53.461673736572266,E38000217,3.3886492428788495,M13,Manchester,6931.867791364734,547627,NHS Manchester CCG,547627,1.088446853378968,NA,3,NA,24.43053572
Manchester University Hospital,manchester_univers,R0A03,Royal Manchester Children's Hospital,M13 9WL,England,-2.224475860595703,53.46046829223633,E38000217,3.3886492428788495,M13,Manchester,6931.867791364734,547627,NHS Manchester CCG,547627,1.088446853378968,NA,3,NA,24.43053572
Manchester University Hospital,manchester_univers,R0A07,Wythenshawe Hospital,M23 9LT,England,-2.2918150424957275,53.388851165771484,E38000217,3.3886492428788495,M23,Manchester,6931.867791364734,547627,NHS Manchester CCG,547627,1.088446853378968,NA,3,NA,24.43053572
Manchester University Hospital,manchester_univers,R0A09,Trafford General Hospital,M41 5SL,England,-2.370682954788208,53.45406723022461,E38000187,-0.5717569068748974,M41,Trafford,20443.38769931663,236369.99999999997,NHS Trafford CCG,236370,1.0432169054365383,NA,151,NA,NA
"St Mary's Hospital, Isle of Wight",st_marys_hospital,R1F01,St Mary's Hospital,PO30 5TG,England,-1.3013159036636353,50.710845947265625,E38000087,-0.47112305051735115,PO30,Isle of Wight,12877.953040432983,141538,NHS Isle of Wight CCG,141538,1.023671934329006,NA,61,NA,18.44113579
St Bartholomews,st_bartholomews,R1H12,The Royal London Hospital,E1 1FR,England,-0.060150060802698135,51.518699645996094,E38000186,5.972540402028157,E1,Tower Hamlets,10773.227622999408,317705,NHS Tower Hamlets CCG,317705,1.2503345192368238,NA,22,NA,20.71562463
Northwick Park,northwick_park,R1K01,Northwick Park Hospital,HA1 3UJ,England,-0.3220227360725403,51.575408935546875,E38000020,4.874830928579013,HA1,Harrow,10708.141955232448,330795,NHS Brent CCG,330795,1.0629147052680623,NA,42,NA,19.43258383
Northwick Park,northwick_park,R1K02,Central Middlesex Hospital,NW10 7NS,England,-0.26914629340171814,51.53093719482422,E38000020,4.874830928579013,NW10,Brent,10708.141955232448,330795,NHS Brent CCG,330795,1.0629147052680623,NA,42,NA,19.43258383
Royal Surrey NHSFT,royal_surrey_nhsft,RA201,Royal Surrey County Hospital,GU2 7XX,England,-0.6074482798576355,51.24101638793945,E38000214,-1.5219007092988148,GU2,Guildford,25714.57654944628,209413.00000000003,NHS Guildford and Waverley CCG,209413,1.0283490473384405,NA,190,NA,9.518797559
Yeovil District Hospital,yeovil_district_ho,RA430,Yeovil District Hospital,BA21 4AT,England,-2.6346983909606934,50.944847106933594,E38000150,-1.4620242768664284,BA21,South Somerset,16541.887105947353,559399,NHS Somerset CCG,559399,1.0555255749360344,NA,105,NA,17.20789586
Bristol Royal Infirmary,bristol_royal_infi,RA701,Bristol Royal Infirmary,BS2 8HW,England,-2.5961246490478516,51.45918655395508,E38000222,-0.29553926527199337,BS2,Bristol,17490.317487720662,959967.9999999999,"NHS Bristol, North Somerset and South Gloucestershire CCG",959968,1.0743100405453647,NA,118,NA,18.43949181
University Hospitals Bristol NHFT,university_hospitah,RA707,St Michael's Hospital,BS2 8EG,England,-2.599376916885376,51.459136962890625,E38000222,-0.29553926527199337,BS2,Bristol,17490.317487720662,959967.9999999999,"NHS Bristol, North Somerset and South Gloucestershire CCG",959968,1.0743100405453647,NA,118,NA,18.43949181
University Hospitals Bristol NHFT,university_hospitah,RA723,Bristol Royal Hospital For Children,BS2 8BJ,England,-2.5973148345947266,51.4577522277832,E38000222,-0.29553926527199337,BS2,Bristol,17490.317487720662,959967.9999999999,"NHS Bristol, North Somerset and South Gloucestershire CCG",959968,1.0743100405453647,NA,118,NA,18.43949181
Torbay and south Devon Hospital,torbay_and_south_d,RA901,Torbay Hospital,TQ2 7AA,England,-3.55379056930542,50.482322692871094,E38000230,-0.9462035169519096,TQ2,Torbay,15893.936825769333,1194166,NHS Devon CCG,1194166,1.0532960761795893,NA,98,NA,19.7902124
Bradford Teaching Hospitals NHSFT,bradford_teaching,RAE01,Bradford Royal Infirmary,BD9 6RJ,England,-1.7946816682815552,53.80598449707031,E38000019,0.9191928711119866,BD9,Bradford,9911.491746389045,341873,NHS Bradford Districts CCG,341873,1.029545687251176,NA,13,NA,26.09110115
Mid and South Essex University Hospitals Group,mid_and_south_esseb,RAJ01,Southend Hospital,SS0 0RY,England,0.6886317729949951,51.553836822509766,E38000168,0.6785578474584543,SS0,Southend-on-Sea,14682.917420235455,182463,NHS Southend CCG,182463,1.050703106105103,NA,92,NA,19.70386927
Royal Free Hospital,royal_free_hospita,RAL01,Royal Free Hospital,NW3 2QG,England,-0.16530923545360565,51.55322265625,E38000027,4.9936313463509014,NW3,Camden,16052.945986403043,262226,NHS Camden CCG,262226,1.1901079250968967,NA,94,NA,19.8407777
North Middlesex University Hospital NHST,north_middlesex_un,RAPNM,North Middlesex University Hospital,N18 1QX,England,-0.07373514026403427,51.613094329833984,E38000057,2.603296394876533,N18,Enfield,13703.69021794222,333869,NHS Enfield CCG,333869,1.0684970524793098,NA,52,NA,25.03086609
Hillingdon Hospital,hillingdon_hospita,RAS01,Hillingdon Hospital,UB8 3NN,England,-0.4611603617668152,51.52607727050781,E38000082,1.670894113985834,UB8,Hillingdon,16408.8142044907,304824,NHS Hillingdon CCG,304824,1.112756264236902,NA,108,NA,18.75390888
Kingston Hospital NHS Foundation Trust,kingston_hospital,RAX01,Kingston Hospital,KT2 7QB,England,-0.2826094925403595,51.414825439453125,E38000090,0.3301912681908488,KT2,Kingston upon Thames,22529.488008164655,175470,NHS Kingston CCG,175470,1.0962763963513682,NA,177,NA,NA
Musgrove Park Hospital,musgrove_park_hosp,RBA11,Musgrove Park Hospital,TA1 5DA,England,-3.1216795444488525,51.01157760620117,E38000150,-1.4620242768664284,TA1,Somerset,16541.887105947353,559399,NHS Somerset CCG,559399,1.0555255749360344,NA,105,NA,19.45795831
Dorset County Hospital NHFT,dorset_county_hosp,RBD01,Dorset County Hospital,DT1 2JY,England,-2.446922540664673,50.71294403076172,E38000045,-0.9709586146820578,DT1,West Dorset,17930.24531962363,772268,NHS Dorset CCG,772268,1.0379374254913372,NA,134,NA,17.17079967
Walsall Healthcare NHST,walsall_healthcare,RBK02,Manor Hospital,WS2 9PS,England,-1.9989091157913208,52.582332611083984,E38000191,2.04983188490599,WS2,Walsall,9733.129868385711,283378,NHS Walsall CCG,283378,1.0521864081418966,NA,25,NA,26.70602555
Wirral University Teaching Hospital NHFT,wirral_university,RBL14,Arrowe Park Hospital,CH49 5PE,England,-3.0968008041381836,53.36962890625,E38000208,-0.03450409333656787,CH49,Wirral,12809.24603250478,323235,NHS Wirral CCG,323235,1.0107948202374735,NA,60,NA,26.17837122
Whiston Hospital,whiston_hospital,RBN01,Whiston Hospital,L35 5DR,England,-2.7849390506744385,53.420475006103516,E38000091,1.4070944920314978,L35,Knowsley,5921.0394257553035,149571,NHS Knowsley CCG,149571,1.0252102568320618,NA,4,NA,26.48713247
Royal Liverpool & Broadgreen University Hospitals NHSFT,royal_liverpool__b,RBQHQ,Liverpool Heart And Chest Hospital,L14 3PE,England,-2.897974729537964,53.411155700683594,E38000101,2.94159140577737,L14,Liverpool,8532.415682677978,494813.99999999994,NHS Liverpool CCG,494814,1.0608878359400962,NA,6,NA,26.99273069
Mid Cheshire Hospital Trust,mid_cheshire_hospi,RBT20,Leighton Hospital,CW1 4QJ,England,-2.475848436355591,53.11769104003906,E38000151,-1.7094942837356994,CW1,Cheshire East,19081.002210088405,183494,NHS South Cheshire CCG,183494,1.0448175922288083,NA,141,NA,20.84510506
The Christie NHSFT,the_christie_nhsft,RBV01,The Christie Main Site,M20 4BX,England,-2.2301101684570312,53.429771423339844,E38000217,3.3886492428788495,M20,Manchester,6931.867791364734,547627,NHS Manchester CCG,547627,1.088446853378968,NA,3,NA,23.4337857
Northern Devon Healthcare Trust,northern_devon_hea,RBZ12,North Devon District Hospital,EX31 4JB,England,-4.050417900085449,51.0921745300293,E38000230,-0.9462035169519096,EX31,Exeter,15893.936825769333,1194166,NHS Devon CCG,1194166,1.0532960761795893,NA,98,NA,18.28983721
Luton and Dunstable,luton_and_dunstabl,RC971,Luton And Dunstable Hospital,LU4 0DZ,England,-0.47441545128822327,51.89414596557617,E38000102,2.9855029995619233,LU4,Luton,10305.236310107948,214109,NHS Luton CCG,214109,1.0536808381848515,NA,45,NA,NA
York Teaching Hospital,york_teaching_hosp,RCB55,The York Hospital,YO31 8HE,England,-1.084269642829895,53.96895217895508,E38000188,-1.2913506890821134,YO31,York,22909.682446736635,362955,NHS Vale of York CCG,362955,1.0578416771346715,NA,176,NA,21.52355496
York Teaching Hospital,york_teaching_hosp,RCBCA,Scarborough Hospital,YO12 6QL,England,-0.4347379803657532,54.281707763671875,E38000145,-0.0351329163118146,YO12,North Yorkshire,13329.54748603352,113338,NHS Scarborough and Ryedale CCG,113338,1.0279251580369857,NA,70,NA,NA
Harrogate District Hospital,harrogate_district,RCD01,Harrogate District Hospital,HG2 7SX,England,-1.5175583362579346,53.99380874633789,E38000073,-1.5121237908628848,HG2,Harrogate,22220.484355125922,160533,NHS Harrogate and Rural District CCG,160533,1.0168747505843452,NA,182,NA,19.77323534
Airedale General Hospital,airedale_general_h,RCF22,Airedale General Hospital,BD20 6TD,England,-1.9626796245574951,53.89801788330078,E38000001,-0.989341675576139,BD20,Bradford,18124.566574377044,160106,"NHS Airedale, Wharfedale and Craven CCG",160106,1.0113128888608154,NA,121,NA,24.03109699
Sheffield Children's NHS Foundation Trust,sheffield_children,RCUEF,Sheffield Children's Hospital,S10 2TH,England,-1.4906138181686401,53.3806037902832,E38000146,1.4158899028389818,S10,Sheffield,14145.211985453012,582506,NHS Sheffield CCG,582506,1.0539318036251262,NA,68,NA,25.04419468
The Queen Elizabeth Hospital Kings Lynn NHS Foundation Trust,the_queen_elizabet,RCX70,The Queen Elizabeth Hospital,PE30 4ET,England,0.44669315218925476,52.75660705566406,E38000203,-0.8182545947655667,PE30,West Norfolk,12296.256241033,175904.00000000003,NHS West Norfolk CCG,175904,1.03474158519512,NA,62,NA,18.91172341
Royal United Hospitals Bath NHSFT,royal_united_hospi,RD130,Royal United Hospitals,BA1 3NG,England,-2.3907418,51.3918072,E38000009,-0.708328537491947,BA1,Bath and North East Somerset,22720.443526739626,192106,NHS Bath and North East Somerset CCG,192106,1.0914121443505136,NA,180,NA,17.32128681
Milton Keynes University Hospital,milton_keynes_univ,RD816,Milton Keynes Hospital,MK6 5LD,England,-0.7357665300369263,52.02637481689453,E38000107,-0.3097216392921022,MK6,Milton Keynes,19499.930147668823,275002,NHS Milton Keynes CCG,275002,1.0813227430009438,NA,127,NA,18.3416212
Basildon and Thurrock University Hospitals NHS,basildon_and_thurr,RDDH0,Basildon University Hospital,SS16 5NL,England,0.4505711793899536,51.557674407958984,E38000007,-0.34131210197783873,SS16,Basildon,18777.40010970927,262412,NHS Basildon and Brentwood CCG,262412,1.0576949431273126,NA,116,NA,19.9555508
Ipswich Hospital,ipswich_hospital,RDE03,Ipswich Hospital,IP4 5PD,England,1.1979291439056396,52.056846618652344,E38000086,-1.1322339260994552,IP4,Ipswich,17970.836424679397,409248,NHS Ipswich and East Suffolk CCG,409248,1.0398934818624412,NA,124,NA,19.34137628
East Suffolk and North Essex NHFT,east_suffolk_and_n,RDEE4,Colchester General Hospital,CO4 5JL,England,0.8991968035697937,51.91016387939453,E38000117,-0.7342190607179743,CO4,Colchester,15160.997088568802,338326.00000000006,NHS North East Essex CCG,338326,1.0874383682285407,NA,83,NA,19.34137628
Frimley Health NHSFT,frimley_health_nhs,RDU01,Frimley Park Hospital,GU16 7UJ,England,-0.7420144081115723,51.31966781616211,E38000178,-1.0891181312169607,GU16,Surrey Heath,23395.86397680599,96474.00000000001,NHS Surrey Heath CCG,96474,1.035495400732019,NA,187,NA,15.64859885
Frimley Health NHSFT,frimley_health_nhs,RDU50,Wexham Park Hospital,SL2 4HL,England,-0.5739779472351074,51.53200912475586,E38000224,0.0784302046119443,SL2,South Buckinghamshire,21385.920798420237,434462.99999999994,NHS East Berkshire CCG,434463,1.0633564787053602,NA,158,NA,15.64859885
Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,royal_bournemouth,RDZ20,Royal Bournemouth Hospital,BH7 7DW,England,-1.8205056190490723,50.74748611450195,E38000045,-0.9709586146820578,BH7,Bournemouth,17930.24531962363,772268,NHS Dorset CCG,772268,1.0379374254913372,NA,134,NA,16.95200192
Royal Cornwall,royal_cornwall,REF12,Royal Cornwall Hospital (Treliske),TR1 3LQ,England,-5.094248294830322,50.26654052734375,E38000089,-1.1106077720448335,TR1,Cornwall,12897.27258661031,568210,NHS Kernow CCG,568210,1.063116023918754,NA,63,NA,18.2405421
Aintree University Hospital,aintree_university,REM21,Aintree University Hospital,L9 7AL,England,-2.931089401245117,53.46632766723633,E38000101,2.94159140577737,L9,Liverpool,8532.415682677978,494813.99999999994,NHS Liverpool CCG,494814,1.0608878359400962,NA,6,NA,26.47323304
Royal Liverpool & Broadgreen University Hospitals NHSFT,royal_liverpool__b,REMRQ,Royal Liverpool University Hospital,L7 8XP,England,-2.964794158935547,53.40951156616211,E38000101,2.94159140577737,L7,Liverpool,8532.415682677978,494813.99999999994,NHS Liverpool CCG,494814,1.0608878359400962,NA,6,NA,26.47323304
Liverpool Women's Hospital,liverpool_womens_h,REP01,Liverpool Women's Nhs Foundation Trust,L8 7SS,England,-2.9600625038146973,53.39846420288086,E38000101,2.94159140577737,L8,Liverpool,8532.415682677978,494813.99999999994,NHS Liverpool CCG,494814,1.0608878359400962,NA,6,NA,NA
Barking Havering and Redbridge University NHST,barking_havering_a,RF4QH,Queen's Hospital,RM7 0AG,England,0.18040530383586884,51.569427490234375,E38000077,0.656875976757141,RM7,Havering,17377.669380896987,257810,NHS Havering CCG,257810,1.0867420921292237,NA,135,NA,22.57417358
Barnsley Hospital,barnsley_hospital,RFFAA,Barnsley Hospital,S75 2EP,England,-1.4994779825210571,53.55913543701172,E38000006,0.045752345664667855,S75,Barnsley,11442.053850676073,245199,NHS Barnsley CCG,245199,1.06045298653669,NA,31,NA,25.9944111
The Rotherham NHSFT,the_rotherham_nhsf,RFRPA,Rotherham Hospital,S60 2UD,England,-1.3428654670715332,53.41397476196289,E38000141,0.3147685246315676,S60,Rotherham,11292.651270456503,264671,NHS Rotherham CCG,264671,1.0287274564676616,NA,43,NA,27.12458186
Chesterfield Royal Hospital NHSFT,chesterfield_royal,RFSDA,Chesterfield Royal Hospital,S44 5BL,England,-1.4000365734100342,53.2362174987793,E38000229,-0.5541534844335485,S44,Bolsover,16683.44550388734,1019900.0000000001,NHS Derby and Derbyshire CCG,1019900,1.0350657838651929,NA,102,NA,21.62862057
Royal Papworth Hospital NHSFT,royal_papworth_hos,RGM21,Royal Papworth Hospital,CB2 0AY,England,0.13618962466716766,52.172386169433594,E38000026,-0.732581452258259,CB2,Cambridge,20399.11658448095,889111.9999999999,NHS Cambridgeshire and Peterborough CCG,889112,1.0599177445312034,NA,143,NA,18.33006313
North West Anglia NHSFT,north_west_anglia,RGN80,Peterborough City Hospital,PE3 9GZ,England,-0.2785687,52.5837926,E38000026,-0.732581452258259,PE3,Peterborough,20399.11658448095,889111.9999999999,NHS Cambridgeshire and Peterborough CCG,889112,1.0599177445312034,NA,143,NA,18.29080498
North West Anglia NHSFT,north_west_anglia,RGN90,Hinchingbrooke Hospital,PE29 6NT,England,-0.20266403257846832,52.333351135253906,E38000026,-0.732581452258259,PE29,Huntingdonshire,20399.11658448095,889111.9999999999,NHS Cambridgeshire and Peterborough CCG,889112,1.0599177445312034,NA,143,NA,18.29080498
James Paget University Hospitals,james_paget_univer,RGP75,James Paget University Hospital,NR31 6LA,England,1.7179944515228271,52.561668395996094,E38000063,-0.15019446646445753,NR31,Norfolk,11522.821886691609,217681,NHS Great Yarmouth and Waveney CCG,217681,1.024231759131609,NA,44,NA,21.53102097
West Suffolk Hospital,west_suffolk_hospi,RGR50,West Suffolk Hospital,IP33 2QZ,England,0.7091901898384094,52.23166275024414,E38000204,-1.2934510839325346,IP33,St Edmundsbury,19425.504425734023,230997,NHS West Suffolk CCG,230997,1.0530449806483377,NA,137,NA,17.07951952
Addenbrookes Hospital,addenbrookes_hospi,RGT01,Addenbrooke's,CB2 0QQ,England,0.14075323939323425,52.175132751464844,E38000026,-0.732581452258259,CB2,Cambridge,20399.11658448095,889111.9999999999,NHS Cambridgeshire and Peterborough CCG,889112,1.0599177445312034,NA,143,NA,17.96802159
Royal Devon and Exeter Hospital,royal_devon_and_ex,RH801,Royal Devon And Exeter Hospital (Wonford),EX2 5DW,England,-3.506666421890259,50.71670913696289,E38000230,-0.9462035169519096,EX2,Exeter,15893.936825769333,1194166,NHS Devon CCG,1194166,1.0532960761795893,NA,98,NA,18.29886947
University Hospital Southampton NHS Foundation Trust,queen_elizabeth_un,RHM01,Southampton General Hospital,SO16 6YD,England,-1.4350899457931519,50.933021545410156,E38000167,1.3089719254707208,SO16,Southampton,11901.366624436936,252796.00000000003,NHS Southampton CCG,252796,1.067181128156635,NA,47,NA,16.04219923
Sheffield Teaching Hospitals NHS Foundation Trust,sheffield_teaching,RHQHH,Royal Hallamshire Hospital,S10 2JF,England,-1.4933162927627563,53.37835693359375,E38000146,1.4158899028389818,S10,Sheffield,14145.211985453012,582506,NHS Sheffield CCG,582506,1.0539318036251262,NA,68,NA,23.78973169
Portsmouth Hospitals NHS Trust,portsmouth_hospita,RHU03,Queen Alexandra Hospital,PO6 3LY,England,-1.0699176788330078,50.85029983520508,E38000137,1.9459723881733788,PO6,Hampshire,10609.646244751983,215133.00000000003,NHS Portsmouth CCG,215133,1.0491426732209739,NA,48,NA,16.88083179
Royal Berkshire Hospital,royal_berkshire_ho,RHW01,Royal Berkshire Hospital,RG1 5AN,England,-0.9593157768249512,51.45102310180664,E38000221,-0.8465626872550704,RG1,Berkshire,22572.339001565742,489709.00000000006,NHS Berkshire West CCG,489709,1.0556348350937703,NA,179,NA,14.82074302
Guys and St Thomas,guys_and_st_thomas,RJ122,St Thomas',SE1 7EH,England,-0.11889063566923141,51.49795913696289,E38000092,4.540694344534207,SE1,Southwark,11592.460686066679,325917,NHS Lambeth CCG,325917,1.075328454630039,NA,38,NA,19.00848272
Lewisham and Greenwich NHS Trust,lewisham_and_green,RJ224,University Hospital Lewisham,SE13 6LH,England,-0.01703643798828125,51.45433044433594,E38000098,4.080341077194303,SE13,Lewisham,10285.086181818182,303536,NHS Lewisham CCG,303536,1.1002265436685577,NA,29,NA,23.29614917
Lewisham and Greenwich NHS Trust,lewisham_and_green,RJ231,Queen Elizabeth Hospital,SE18 4QH,England,0.05005710944533348,51.47819137573242,E38000066,3.573914008136861,SE18,Greenwich,12165.7978362878,286186,NHS Greenwich CCG,286186,1.1242511500371233,NA,53,NA,23.29614917
Croydon Health Services NHS Trust,croydon_health_ser,RJ611,Croydon University Hospital,CR7 7YE,England,-0.10876881331205368,51.389129638671875,E38000040,1.7781269902773813,CR7,Croydon,14858.864456213063,385345.99999999994,NHS Croydon CCG,385346,1.06045495324428,NA,75,NA,20.5053602
Warwick Hospital,warwick_hospital,RJC02,Warwick Hospital,CV34 5BW,England,-1.5832006931304932,52.28995132446289,E38000164,-1.5624306047376955,CV34,Warwick,21871.793546802062,270064,NHS South Warwickshire CCG,270064,1.0462203592721582,NA,171,NA,18.42168181
University Hospitals of North Midlands NHST,university_hospitam,RJE01,Royal Stoke University Hospital,ST4 6QG,England,-2.2120518684387207,53.00315856933594,E38000175,1.6764429421788385,ST4,Staffordshire,8590.265838099429,264149,NHS Stoke on Trent CCG,264149,1.0270178849144636,NA,15,NA,22.01453151
University Hospitals of North Midlands NHST,university_hospitam,RJE09,County Hospital,ST16 3SA,England,-2.0977704524993896,52.81129455566406,E38000173,-1.730033852295302,ST16,Staffordshire,21813.790313803736,155803,NHS Stafford and Surrounds CCG,155803,1.0356281116436126,NA,165,NA,NA
Northern Lincolnshire and Goole NHSFT,northern_lincolnsh,RJL30,Diana,DN33 2BA,England,-0.095144,53.544828,E38000119,0.48670164702215873,DN33,North East Lincolnshire,11304.308040960215,159821.00000000003,NHS North East Lincolnshire CCG,159821,1.0012843323977547,NA,57,NA,24.18139337
Northern Lincolnshire and Goole NHSFT,northern_lincolnsh,RJL32,Scunthorpe General Hospital,DN15 7BH,England,-0.6675840616226196,53.58758544921875,E38000122,-0.8920203361850594,DN15,North Lincolnshire,15193.712903225807,172005,NHS North Lincolnshire CCG,172005,1.0272266880068799,NA,90,NA,24.18139337
Macclesfield District General Hospital,macclesfield_distr,RJN71,Macclesfield District General Hospital,SK10 3BL,England,-2.141059637069702,53.262325286865234,E38000056,-1.7703112113079165,SK10,Cheshire East,21936.05326120878,197295.99999999997,NHS Eastern Cheshire CCG,197296,1.0143544605766461,NA,175,NA,19.07936392
Countess Of Chester Hospital,countess_of_cheste,RJR05,Countess Of Chester Hospital,CH2 1HJ,England,-2.899009943008423,53.21177291870117,E38000196,-1.283603738783282,CH2,Cheshire West and Chester,17594.426404361224,234251,NHS West Cheshire CCG,234251,1.0300777007268778,NA,144,NA,23.24654306
King's College Hospital,kings_college_hosp,RJZ01,King's College Hospital,SE5 9RS,England,-0.0939013883471489,51.46807861328125,E38000092,4.540694344534207,SE5,Lambeth,11592.460686066679,325917,NHS Lambeth CCG,325917,1.075328454630039,NA,38,NA,20.19783606
Sherwood Forest Hospitals NHSFT,sherwood_forest_ho,RK5BC,King's Mill Hospital,NG17 4JL,England,-1.233566164970398,53.13455581665039,E38000103,-0.022893129623675224,NG17,Ashfield,10923.991018501885,200715,NHS Mansfield and Ashfield CCG,200715,1.0461316349080598,NA,46,NA,22.00059652
University Hospital Plymouth,university_hospitae,RK950,Derriford Hospital,PL6 8DH,England,-4.11367130279541,50.41672897338867,E38000230,-0.9462035169519096,PL6,Plymouth,15893.936825769333,1194166,NHS Devon CCG,1194166,1.0532960761795893,NA,98,NA,19.73601668
University Hospitals Coventry and Warwickshire,university_hospitai,RKB01,University Hospital (Coventry),CV2 2DX,England,-1.4383885860443115,52.42121505737305,E38000038,1.271060675231041,CV2,Coventry,14598.659818634138,473979,NHS Coventry and Rugby CCG,473979,1.1365448943134269,NA,81,NA,21.49988233
Whittington Health NHST,whittington_health,RKEQ4,The Whittington Hospital,N19 5NF,England,-0.13862308859825134,51.56631088256836,E38000088,4.5367257516734645,N19,Islington,11430.650559318165,239142,NHS Islington CCG,239142,1.1601795027289266,NA,23,NA,23.8848606
The Royal Wolverhampton NHST,the_royal_wolverha,RL403,New Cross Hospital,WV10 0QP,England,-2.0955405235290527,52.599727630615234,E38000210,2.577820229620225,WV10,Wolverhampton,8069.9837455009865,262007.99999999997,NHS Wolverhampton CCG,262008,1.0502585481220186,NA,16,NA,23.38914701
Hereford Hospital,hereford_hospital,RLQ01,The County Hospital,HR1 2ER,England,-2.7058348,52.0574483,E38000078,-1.2549485171102726,HR1,Hereford,15622.627677702045,192107,NHS Herefordshire CCG,192107,1.0470358682559666,NA,96,NA,18.47610543
George Eliot Hospital,george_eliot_hospi,RLT01,George Eliot Hospital,CV10 7DJ,England,-1.4784245491027832,52.5125846862793,E38000195,-0.6463985156566265,CV10,Nuneaton & Bedworth,14012.218639262934,193752,NHS Warwickshire North CCG,193752,1.034635224760501,NA,84,NA,20.79574674
Norfolk and Norwich University Hospital NHSFT,norfolk_and_norwic,RM102,Norfolk And Norwich University Hospital,NR4 7UY,England,1.2210814952850342,52.61808395385742,E38000219,-1.593346057296237,NR4,Norfolk,18040.841488114274,235551,NHS South Norfolk CCG,235551,1.0154986290503372,NA,136,NA,19.33826483
Salford Royal NHSFT,salford_royal_nhsf,RM301,Salford Royal,M6 8HD,England,-2.3234095573425293,53.487548828125,E38000143,1.6434055054175725,M6,Salford,9172.949604743082,254408.00000000003,NHS Salford CCG,254408,1.0875250605942728,NA,17,NA,24.55905509
Bolton NHST,bolton_nhst,RMC01,Royal Bolton Hospital,BL4 0JR,England,-2.4298787117004395,53.55396270751953,E38000016,0.7836458040842943,BL4,Bolton,10702.879579548933,285371.99999999994,NHS Bolton CCG,285372,1.0310203550757624,NA,41,NA,27.12184553
Tameside Hospital Integrated Care NHSFT,tameside_hospital,RMP01,Tameside & Glossop Integrated Care Nhs Foundation Trust,OL6 9RW,England,-2.071418523788452,53.49153518676758,E38000182,0.9702490238891366,OL6,Tameside,9888.123170849889,258612.99999999997,NHS Tameside and Glossop CCG,258613,1.0245588596512079,NA,35,NA,28.66225794
Norfolk and Suffolk NHS Foundation Trust,norfolk_and_suffol,RMY01,Wellbeing Norfolk & Waveney,NR6 5BE,England,1.25088632106781,52.65953063964844,E38000218,-0.3256597623756753,NR6,Norfolk,17250.12051530683,219070.99999999997,NHS Norwich CCG,219071,1.1448527067775263,NA,97,NA,NA
Great Western NHS FT,great_western_nhs,RN325,The Great Western Hospital,SN3 6BB,England,-1.727185845375061,51.53853225708008,E38000181,-0.7089409614137444,SN3,Swindon,18353.7880794702,228257.99999999997,NHS Swindon CCG,228258,1.065889011337953,NA,132,NA,15.93909569
Royal Hampshire County Hospital,royal_hampshire_co,RN506,Basingstoke And North Hampshire Hospital,RG24 9NA,England,-1.1099036931991577,51.280635833740234,E38000120,-1.1052530619133678,RG24,Hampshire,21839.157816202933,223795,NHS North Hampshire CCG,223795,1.0507547479869475,NA,172,NA,15.10991099
